label,text,event_type
1,Crane lift log.,"{'sen_id': 367, 'sentence': 'Crane lift log.', 'predicted_mentions': []}"
1,Dog pet rabbit.,"{'sen_id': 368, 'sentence': 'Dog pet rabbit.', 'predicted_mentions': []}"
0,Fish shove child.,"{'sen_id': 369, 'sentence': 'Fish shove child.', 'predicted_mentions': [{'sentence_offset': [5, 10], 'trigger_words': 'shove', 'trigger_confidence': 0.7941568493843079, 'event_type': {'xpo_node': 'DWD_Q69396773', 'name': 'pushing', 'description': 'causing an item to move by applying a compressive force to it'}, 'event_confidence': 0.9803580045700073}]}"
1,Zebra kill man.,"{'sen_id': 370, 'sentence': 'Zebra kill man.', 'predicted_mentions': [{'sentence_offset': [6, 10], 'trigger_words': 'kill', 'trigger_confidence': 0.9484717845916748, 'event_type': {'xpo_node': 'DWD_Q844482', 'name': 'killing', 'description': 'act of killing a living being'}, 'event_confidence': 0.9522192478179932}]}"
0,Stick sever table.,"{'sen_id': 371, 'sentence': 'Stick sever table.', 'predicted_mentions': []}"
0,Ant squash grape.,"{'sen_id': 372, 'sentence': 'Ant squash grape.', 'predicted_mentions': []}"
1,Hand hold pen.,"{'sen_id': 373, 'sentence': 'Hand hold pen.', 'predicted_mentions': [{'sentence_offset': [5, 9], 'trigger_words': 'hold', 'trigger_confidence': 0.9693533182144165, 'event_type': {'xpo_node': 'DWD_Q44854', 'name': 'squatting', 'description': 'occupation of an abandoned or unoccupied area of land or a building'}, 'event_confidence': 0.7220656275749207}]}"
1,Elephant pull boat.,"{'sen_id': 374, 'sentence': 'Elephant pull boat.', 'predicted_mentions': []}"
0,Stick shove oil.,"{'sen_id': 375, 'sentence': 'Stick shove oil.', 'predicted_mentions': []}"
0,Woman grab oil.,"{'sen_id': 376, 'sentence': 'Woman grab oil.', 'predicted_mentions': []}"
1,Boy punch woman.,"{'sen_id': 377, 'sentence': 'Boy punch woman.', 'predicted_mentions': []}"
0,Girl grab stairs.,"{'sen_id': 378, 'sentence': 'Girl grab stairs.', 'predicted_mentions': []}"
0,Man tear tree.,"{'sen_id': 379, 'sentence': 'Man tear tree.', 'predicted_mentions': []}"
1,Cup pour milk.,"{'sen_id': 380, 'sentence': 'Cup pour milk.', 'predicted_mentions': []}"
0,Gas drag boat.,"{'sen_id': 381, 'sentence': 'Gas drag boat.', 'predicted_mentions': []}"
1,Chef clip hair.,"{'sen_id': 382, 'sentence': 'Chef clip hair.', 'predicted_mentions': []}"
0,Woman eat shovel.,"{'sen_id': 383, 'sentence': 'Woman eat shovel.', 'predicted_mentions': [{'sentence_offset': [6, 9], 'trigger_words': 'eat', 'trigger_confidence': 0.560733437538147, 'event_type': {'xpo_node': 'DWD_Q213449', 'name': 'eating', 'description': 'ingestion of food to provide for all organisms their nutritional or medicinal needs'}, 'event_confidence': 0.9073800444602966}]}"
1,Sword slice tree.,"{'sen_id': 384, 'sentence': 'Sword slice tree.', 'predicted_mentions': []}"
0,Rope attach turtle.,"{'sen_id': 385, 'sentence': 'Rope attach turtle.', 'predicted_mentions': []}"
0,Bat strike water.,"{'sen_id': 386, 'sentence': 'Bat strike water.', 'predicted_mentions': [{'sentence_offset': [4, 10], 'trigger_words': 'strike', 'trigger_confidence': 0.8249308466911316, 'event_type': {'xpo_node': 'DWD_Q3242199', 'name': 'strike', 'description': 'directed physical attack'}, 'event_confidence': 0.8732395172119141}]}"
1,Water dampen beans.,"{'sen_id': 387, 'sentence': 'Water dampen beans.', 'predicted_mentions': []}"
1,Stove heat air.,"{'sen_id': 388, 'sentence': 'Stove heat air.', 'predicted_mentions': []}"
0,Faucet squirt key.,"{'sen_id': 389, 'sentence': 'Faucet squirt key.', 'predicted_mentions': []}"
0,Bear pet water.,"{'sen_id': 390, 'sentence': 'Bear pet water.', 'predicted_mentions': []}"
0,Rabbit erect house.,"{'sen_id': 391, 'sentence': 'Rabbit erect house.', 'predicted_mentions': []}"
1,Hand spin bottle.,"{'sen_id': 392, 'sentence': 'Hand spin bottle.', 'predicted_mentions': [{'sentence_offset': [5, 9], 'trigger_words': 'spin', 'trigger_confidence': 0.9773443341255188, 'event_type': {'xpo_node': 'DWD_Q1468920', 'name': 'quackery', 'description': 'fraudulent or inept medical practice involving untested or refuted treatments, promoted professionally or publicly'}, 'event_confidence': 0.8862268924713135}]}"
0,Man wrestle worm.,"{'sen_id': 393, 'sentence': 'Man wrestle worm.', 'predicted_mentions': [{'sentence_offset': [4, 11], 'trigger_words': 'wrestle', 'trigger_confidence': 0.6665919423103333, 'event_type': {'xpo_node': 'DWD_Q42486', 'name': 'wrestling', 'description': 'form of combat sport involving grappling type techniques'}, 'event_confidence': 0.9071805477142334}]}"
0,Shovel peel cream.,"{'sen_id': 394, 'sentence': 'Shovel peel cream.', 'predicted_mentions': []}"
1,Rope drag garbage.,"{'sen_id': 395, 'sentence': 'Rope drag garbage.', 'predicted_mentions': [{'sentence_offset': [5, 9], 'trigger_words': 'drag', 'trigger_confidence': 0.9095966815948486, 'event_type': {'xpo_node': 'DWD_Q206621', 'name': 'drag', 'description': 'retarding force on a body moving in a fluid'}, 'event_confidence': 0.9327865242958069}]}"
0,Rain rub meat.,"{'sen_id': 396, 'sentence': 'Rain rub meat.', 'predicted_mentions': [{'sentence_offset': [5, 8], 'trigger_words': 'rub', 'trigger_confidence': 0.8452743887901306, 'event_type': {'xpo_node': 'DWD_Q96644756', 'name': 'rubbing', 'description': 'intentional motion of an object against another object for the purposes of production of light, heat, or sound; transfer of material or pattern from one object to the other; or alteration of shape of one or both objects'}, 'event_confidence': 0.9231651425361633}]}"
0,Dog draw computer.,"{'sen_id': 397, 'sentence': 'Dog draw computer.', 'predicted_mentions': []}"
1,Ship vent air.,"{'sen_id': 398, 'sentence': 'Ship vent air.', 'predicted_mentions': []}"
1,Chef count beans.,"{'sen_id': 399, 'sentence': 'Chef count beans.', 'predicted_mentions': [{'sentence_offset': [5, 10], 'trigger_words': 'count', 'trigger_confidence': 0.7385898232460022, 'event_type': {'xpo_node': 'DWD_Q247154', 'name': 'counting', 'description': 'action of finding the number of elements of a finite set of objects'}, 'event_confidence': 0.9661238789558411}]}"
1,Knife crop pillow.,"{'sen_id': 400, 'sentence': 'Knife crop pillow.', 'predicted_mentions': []}"
1,Table rub shirt.,"{'sen_id': 401, 'sentence': 'Table rub shirt.', 'predicted_mentions': []}"
0,Woman smash skyscraper.,"{'sen_id': 402, 'sentence': 'Woman smash skyscraper.', 'predicted_mentions': []}"
1,Needle hook fish.,"{'sen_id': 403, 'sentence': 'Needle hook fish.', 'predicted_mentions': []}"
1,Clown whisk milk.,"{'sen_id': 404, 'sentence': 'Clown whisk milk.', 'predicted_mentions': []}"
0,Pillow etch pebbles.,"{'sen_id': 405, 'sentence': 'Pillow etch pebbles.', 'predicted_mentions': [{'sentence_offset': [7, 11], 'trigger_words': 'etch', 'trigger_confidence': 0.929923951625824, 'event_type': {'xpo_node': 'DWD_Q1412366', 'name': 'fictionalisation', 'description': 'presentation of real events that is not completely based on facts but also on the imagination of the author'}, 'event_confidence': 0.874472439289093}]}"
1,Monkey rotate dog.,"{'sen_id': 406, 'sentence': 'Monkey rotate dog.', 'predicted_mentions': [{'sentence_offset': [7, 13], 'trigger_words': 'rotate', 'trigger_confidence': 0.8247228860855103, 'event_type': {'xpo_node': 'DWD_Q65920874', 'name': 'configuring', 'description': 'activity of changing a system to suit a particular function'}, 'event_confidence': 0.9082403779029846}]}"
1,Truck move tree.,"{'sen_id': 407, 'sentence': 'Truck move tree.', 'predicted_mentions': [{'sentence_offset': [6, 10], 'trigger_words': 'move', 'trigger_confidence': 0.7647289633750916, 'event_type': {'xpo_node': 'DWD_Q79782', 'name': 'motion', 'description': 'change in position of an object over time; a body is said to be in motion if it changes its position with respect to its immediate surroundings'}, 'event_confidence': 0.8684509992599487}]}"
0,Spoon bend rock.,"{'sen_id': 408, 'sentence': 'Spoon bend rock.', 'predicted_mentions': []}"
1,Woman choke rabbit.,"{'sen_id': 409, 'sentence': 'Woman choke rabbit.', 'predicted_mentions': []}"
0,Cat damage lake.,"{'sen_id': 410, 'sentence': 'Cat damage lake.', 'predicted_mentions': [{'sentence_offset': [4, 10], 'trigger_words': 'damage', 'trigger_confidence': 0.9632443785667419, 'event_type': {'xpo_node': 'DWD_Q327541', 'name': 'arson', 'description': 'crime of willfully and maliciously setting fire to property'}, 'event_confidence': 0.8143619298934937}]}"
1,Hand rotate pen.,"{'sen_id': 411, 'sentence': 'Hand rotate pen.', 'predicted_mentions': [{'sentence_offset': [5, 11], 'trigger_words': 'rotate', 'trigger_confidence': 0.9302840232849121, 'event_type': {'xpo_node': 'DWD_Q326163', 'name': 'breaststroke', 'description': 'swimming style in which the swimmer is on their chest and the torso does not rotate'}, 'event_confidence': 0.6993530988693237}]}"
1,Boy punch bus.,"{'sen_id': 412, 'sentence': 'Boy punch bus.', 'predicted_mentions': []}"
1,Room vent smoke.,"{'sen_id': 413, 'sentence': 'Room vent smoke.', 'predicted_mentions': []}"
0,Woman climb dog.,"{'sen_id': 414, 'sentence': 'Woman climb dog.', 'predicted_mentions': []}"
0,Girl ride pin.,"{'sen_id': 415, 'sentence': 'Girl ride pin.', 'predicted_mentions': [{'sentence_offset': [5, 9], 'trigger_words': 'ride', 'trigger_confidence': 0.6629554629325867, 'event_type': {'xpo_node': 'DWD_Q1411690', 'name': 'trail_riding', 'description': 'horse riding on a trail'}, 'event_confidence': 0.8703668713569641}]}"
0,Ice warm food.,"{'sen_id': 416, 'sentence': 'Ice warm food.', 'predicted_mentions': []}"
1,Dad clean plate.,"{'sen_id': 417, 'sentence': 'Dad clean plate.', 'predicted_mentions': [{'sentence_offset': [4, 9], 'trigger_words': 'clean', 'trigger_confidence': 0.9294487833976746, 'event_type': {'xpo_node': 'DWD_Q17200001', 'name': 'cleaning', 'description': 'activity that purifies people, animals and objects of dirt and other particles'}, 'event_confidence': 0.9780374765396118}]}"
0,Lion bend mountain.,"{'sen_id': 418, 'sentence': 'Lion bend mountain.', 'predicted_mentions': []}"
0,Man knead scissors.,"{'sen_id': 419, 'sentence': 'Man knead scissors.', 'predicted_mentions': [{'sentence_offset': [4, 9], 'trigger_words': 'knead', 'trigger_confidence': 0.9274165630340576, 'event_type': {'xpo_node': 'DWD_Q1436248', 'name': 'spanking', 'description': 'corporal punishment involving the act of striking the buttocks of another person'}, 'event_confidence': 0.8813105225563049}]}"
0,Worm pluck pumpkin.,"{'sen_id': 420, 'sentence': 'Worm pluck pumpkin.', 'predicted_mentions': []}"
1,Stick shove bear.,"{'sen_id': 421, 'sentence': 'Stick shove bear.', 'predicted_mentions': []}"
1,Wind chill student.,"{'sen_id': 422, 'sentence': 'Wind chill student.', 'predicted_mentions': []}"
1,Lion cover infant.,"{'sen_id': 423, 'sentence': 'Lion cover infant.', 'predicted_mentions': []}"
1,Knife trim string.,"{'sen_id': 424, 'sentence': 'Knife trim string.', 'predicted_mentions': []}"
1,Gorilla lick hand.,"{'sen_id': 425, 'sentence': 'Gorilla lick hand.', 'predicted_mentions': []}"
0,Infant choke gorilla.,"{'sen_id': 426, 'sentence': 'Infant choke gorilla.', 'predicted_mentions': []}"
0,Barber pack skyscraper.,"{'sen_id': 427, 'sentence': 'Barber pack skyscraper.', 'predicted_mentions': []}"
1,Man tear apple.,"{'sen_id': 428, 'sentence': 'Man tear apple.', 'predicted_mentions': []}"
0,Woman flip water.,"{'sen_id': 429, 'sentence': 'Woman flip water.', 'predicted_mentions': [{'sentence_offset': [6, 10], 'trigger_words': 'flip', 'trigger_confidence': 0.7491676807403564, 'event_type': {'xpo_node': 'DWD_Q1464118', 'name': 'acrobatic_flip', 'description': 'acrobatic jump'}, 'event_confidence': 0.9421221017837524}]}"
1,Rock attack people.,"{'sen_id': 430, 'sentence': 'Rock attack people.', 'predicted_mentions': [{'sentence_offset': [5, 11], 'trigger_words': 'attack', 'trigger_confidence': 0.9502841830253601, 'event_type': {'xpo_node': 'DWD_Q1174599', 'name': 'attack', 'description': 'action to injure another organism'}, 'event_confidence': 0.8462786078453064}]}"
0,Woman count air.,"{'sen_id': 431, 'sentence': 'Woman count air.', 'predicted_mentions': [{'sentence_offset': [6, 11], 'trigger_words': 'count', 'trigger_confidence': 0.9255987405776978, 'event_type': {'xpo_node': 'DWD_Q247154', 'name': 'counting', 'description': 'action of finding the number of elements of a finite set of objects'}, 'event_confidence': 0.9386926293373108}]}"
1,Dog haul cat.,"{'sen_id': 432, 'sentence': 'Dog haul cat.', 'predicted_mentions': [{'sentence_offset': [4, 8], 'trigger_words': 'haul', 'trigger_confidence': 0.7806152105331421, 'event_type': {'xpo_node': 'DWD_Q4174178', 'name': 'haulage', 'description': 'transporting of goods or materials by road or rail'}, 'event_confidence': 0.9701128005981445}]}"
1,Needle poke sink.,"{'sen_id': 433, 'sentence': 'Needle poke sink.', 'predicted_mentions': []}"
1,Woman slide ice.,"{'sen_id': 434, 'sentence': 'Woman slide ice.', 'predicted_mentions': []}"
0,Butterfly slide pebbles.,"{'sen_id': 435, 'sentence': 'Butterfly slide pebbles.', 'predicted_mentions': []}"
0,Bush lick frosting.,"{'sen_id': 436, 'sentence': 'Bush lick frosting.', 'predicted_mentions': []}"
0,Child roll flour.,"{'sen_id': 437, 'sentence': 'Child roll flour.', 'predicted_mentions': [{'sentence_offset': [6, 10], 'trigger_words': 'roll', 'trigger_confidence': 0.8818493485450745, 'event_type': {'xpo_node': 'DWD_Q43111921', 'name': 'rolling', 'description': 'process of flattening land or breaking up large clumps of soil'}, 'event_confidence': 0.9539369940757751}]}"
0,Bone fracture mud.,"{'sen_id': 438, 'sentence': 'Bone fracture mud.', 'predicted_mentions': []}"
1,Chef grasp shirt.,"{'sen_id': 439, 'sentence': 'Chef grasp shirt.', 'predicted_mentions': [{'sentence_offset': [5, 10], 'trigger_words': 'grasp', 'trigger_confidence': 0.524299144744873, 'event_type': {'xpo_node': 'DWD_Q7091744', 'name': 'onboarding', 'description': 'mechanism through which new employees acquire the knowledge, skills, and behaviors necessary to become effective organizational members'}, 'event_confidence': 0.9721222519874573}]}"
1,Cat steal cloth.,"{'sen_id': 440, 'sentence': 'Cat steal cloth.', 'predicted_mentions': [{'sentence_offset': [4, 9], 'trigger_words': 'steal', 'trigger_confidence': 0.944993793964386, 'event_type': {'xpo_node': 'DWD_Q2727213', 'name': 'theft', 'description': ""act of taking another's property without permission or consent""}, 'event_confidence': 0.9368862509727478}]}"
0,Chef close leaf.,"{'sen_id': 441, 'sentence': 'Chef close leaf.', 'predicted_mentions': []}"
0,Cloth erase wind.,"{'sen_id': 442, 'sentence': 'Cloth erase wind.', 'predicted_mentions': []}"
0,Cat stomp boat.,"{'sen_id': 443, 'sentence': 'Cat stomp boat.', 'predicted_mentions': []}"
1,Dog yank trash.,"{'sen_id': 444, 'sentence': 'Dog yank trash.', 'predicted_mentions': []}"
0,Lake halt boat.,"{'sen_id': 445, 'sentence': 'Lake halt boat.', 'predicted_mentions': []}"
0,Sun chill fire.,"{'sen_id': 446, 'sentence': 'Sun chill fire.', 'predicted_mentions': []}"
0,Tube squirt spatula.,"{'sen_id': 447, 'sentence': 'Tube squirt spatula.', 'predicted_mentions': []}"
0,Worm film man.,"{'sen_id': 448, 'sentence': 'Worm film man.', 'predicted_mentions': []}"
1,Girl close book.,"{'sen_id': 449, 'sentence': 'Girl close book.', 'predicted_mentions': []}"
0,Bag bake chair.,"{'sen_id': 450, 'sentence': 'Bag bake chair.', 'predicted_mentions': [{'sentence_offset': [4, 8], 'trigger_words': 'bake', 'trigger_confidence': 0.7113109827041626, 'event_type': {'xpo_node': 'DWD_Q773108', 'name': 'seasoning', 'description': 'the process of imparting flavor to or improving the flavor of food'}, 'event_confidence': 0.8770766258239746}]}"
0,Infant clench skyscraper.,"{'sen_id': 451, 'sentence': 'Infant clench skyscraper.', 'predicted_mentions': []}"
1,Scissors clip magazine.,"{'sen_id': 452, 'sentence': 'Scissors clip magazine.', 'predicted_mentions': []}"
0,Rope fasten air.,"{'sen_id': 453, 'sentence': 'Rope fasten air.', 'predicted_mentions': []}"
0,Gorilla ride bowl.,"{'sen_id': 454, 'sentence': 'Gorilla ride bowl.', 'predicted_mentions': []}"
0,Dentist drain rock.,"{'sen_id': 455, 'sentence': 'Dentist drain rock.', 'predicted_mentions': []}"
0,Dagger mince vapor.,"{'sen_id': 456, 'sentence': 'Dagger mince vapor.', 'predicted_mentions': []}"
0,Glue fuse wind.,"{'sen_id': 457, 'sentence': 'Glue fuse wind.', 'predicted_mentions': []}"
0,Student bury smoke.,"{'sen_id': 458, 'sentence': 'Student bury smoke.', 'predicted_mentions': [{'sentence_offset': [8, 12], 'trigger_words': 'bury', 'trigger_confidence': 0.9205869436264038, 'event_type': {'xpo_node': 'DWD_Q106562186', 'name': 'burial', 'description': 'process of depositing material underground or covering it with earth'}, 'event_confidence': 0.8981510996818542}]}"
1,Stick scratch arm.,"{'sen_id': 459, 'sentence': 'Stick scratch arm.', 'predicted_mentions': []}"
0,Man drain ocean.,"{'sen_id': 460, 'sentence': 'Man drain ocean.', 'predicted_mentions': [{'sentence_offset': [4, 9], 'trigger_words': 'drain', 'trigger_confidence': 0.7790603041648865, 'event_type': {'xpo_node': 'DWD_Q5305547', 'name': 'drainage', 'description': 'removal of fluids from a body'}, 'event_confidence': 0.7214676141738892}]}"
0,Ant slam door.,"{'sen_id': 461, 'sentence': 'Ant slam door.', 'predicted_mentions': []}"
0,Shovel flip hill.,"{'sen_id': 462, 'sentence': 'Shovel flip hill.', 'predicted_mentions': []}"
1,Dentist sew mittens.,"{'sen_id': 463, 'sentence': 'Dentist sew mittens.', 'predicted_mentions': []}"
0,Raft capsize ship.,"{'sen_id': 464, 'sentence': 'Raft capsize ship.', 'predicted_mentions': [{'sentence_offset': [5, 12], 'trigger_words': 'capsize', 'trigger_confidence': 0.9755145907402039, 'event_type': {'xpo_node': 'DWD_Q2141830', 'name': 'boating', 'description': 'leisure activity involving boats'}, 'event_confidence': 0.8037157654762268}]}"
0,Butterfly move gorilla.,"{'sen_id': 465, 'sentence': 'Butterfly move gorilla.', 'predicted_mentions': [{'sentence_offset': [10, 14], 'trigger_words': 'move', 'trigger_confidence': 0.7646716833114624, 'event_type': {'xpo_node': 'DWD_Q79782', 'name': 'motion', 'description': 'change in position of an object over time; a body is said to be in motion if it changes its position with respect to its immediate surroundings'}, 'event_confidence': 0.8930925130844116}]}"
0,Pen pierce flour.,"{'sen_id': 466, 'sentence': 'Pen pierce flour.', 'predicted_mentions': [{'sentence_offset': [4, 10], 'trigger_words': 'pierce', 'trigger_confidence': 0.6658700108528137, 'event_type': {'xpo_node': 'DWD_Q6014696', 'name': 'incising', 'description': 'process and technique of producing, forming, or tracing a pattern, text, or other usually linear motif by cutting, carving, or engraving'}, 'event_confidence': 0.735451340675354}]}"
0,Claw rip mud.,"{'sen_id': 467, 'sentence': 'Claw rip mud.', 'predicted_mentions': []}"
1,Glass damage hand.,"{'sen_id': 468, 'sentence': 'Glass damage hand.', 'predicted_mentions': [{'sentence_offset': [6, 12], 'trigger_words': 'damage', 'trigger_confidence': 0.9429938197135925, 'event_type': {'xpo_node': 'DWD_Q481609', 'name': 'damage', 'description': 'changes introduced into a system that adversely affect its current or future performance'}, 'event_confidence': 0.782184362411499}]}"
0,Man fix water.,"{'sen_id': 469, 'sentence': 'Man fix water.', 'predicted_mentions': [{'sentence_offset': [4, 7], 'trigger_words': 'fix', 'trigger_confidence': 0.9784582257270813, 'event_type': {'xpo_node': 'DWD_Q23001715', 'name': 'conventional_amendment', 'description': 'modification of a contract or agreement, subject to the approval of the signatory parties, in order to correct or cancel it.'}, 'event_confidence': 0.9448386430740356}]}"
1,Tree hang necklace.,"{'sen_id': 470, 'sentence': 'Tree hang necklace.', 'predicted_mentions': []}"
1,Girl vomit pea.,"{'sen_id': 471, 'sentence': 'Girl vomit pea.', 'predicted_mentions': []}"
0,Women kiss air.,"{'sen_id': 472, 'sentence': 'Women kiss air.', 'predicted_mentions': [{'sentence_offset': [6, 10], 'trigger_words': 'kiss', 'trigger_confidence': 0.9786378741264343, 'event_type': {'xpo_node': 'DWD_Q7307', 'name': 'kiss', 'description': 'touch with the lips, usually to express love or affection, or as a greeting'}, 'event_confidence': 0.9034175872802734}]}"
0,Rabbit drive train.,"{'sen_id': 473, 'sentence': 'Rabbit drive train.', 'predicted_mentions': []}"
0,Rock slam lake.,"{'sen_id': 474, 'sentence': 'Rock slam lake.', 'predicted_mentions': []}"
0,Cat kick air.,"{'sen_id': 475, 'sentence': 'Cat kick air.', 'predicted_mentions': [{'sentence_offset': [4, 8], 'trigger_words': 'kick', 'trigger_confidence': 0.6258662939071655, 'event_type': {'xpo_node': 'DWD_Q206864', 'name': 'kick', 'description': 'physical strike using the leg, foot or knee'}, 'event_confidence': 0.7293315529823303}]}"
1,Bush bury rice.,"{'sen_id': 476, 'sentence': 'Bush bury rice.', 'predicted_mentions': [{'sentence_offset': [5, 9], 'trigger_words': 'bury', 'trigger_confidence': 0.9917095303535461, 'event_type': {'xpo_node': 'DWD_Q4232202', 'name': 'digging', 'description': 'process of removing material from a solid surface'}, 'event_confidence': 0.876121997833252}]}"
0,Food poison laptop.,"{'sen_id': 477, 'sentence': 'Food poison laptop.', 'predicted_mentions': [{'sentence_offset': [5, 11], 'trigger_words': 'poison', 'trigger_confidence': 0.7373046875, 'event_type': {'xpo_node': 'DWD_Q40867', 'name': 'poison', 'description': 'substance that causes death, injury or harm to organs, when an organism absorbs a sufficient quantity'}, 'event_confidence': 0.9211083054542542}]}"
1,Elephant rotate bowling.,"{'sen_id': 478, 'sentence': 'Elephant rotate bowling.', 'predicted_mentions': [{'sentence_offset': [9, 15], 'trigger_words': 'rotate', 'trigger_confidence': 0.7272785902023315, 'event_type': {'xpo_node': 'DWD_Q1967135', 'name': 'centrifugation', 'description': 'The application of centrifugal force to separate particles or molecules by size or density in/from a solution.'}, 'event_confidence': 0.8564777970314026}, {'sentence_offset': [16, 23], 'trigger_words': 'bowling', 'trigger_confidence': 0.9040210843086243, 'event_type': {'xpo_node': 'DWD_Q3177899', 'name': 'bowling', 'description': 'class of sports in which a player rolls a bowling ball towards a target'}, 'event_confidence': 0.9534237384796143}]}"
0,Child pull air.,"{'sen_id': 479, 'sentence': 'Child pull air.', 'predicted_mentions': []}"
0,Pebbles crash shirt.,"{'sen_id': 480, 'sentence': 'Pebbles crash shirt.', 'predicted_mentions': []}"
0,Smoke poison banana.,"{'sen_id': 481, 'sentence': 'Smoke poison banana.', 'predicted_mentions': [{'sentence_offset': [0, 5], 'trigger_words': 'Smoke', 'trigger_confidence': 0.7779514193534851, 'event_type': {'xpo_node': 'DWD_Q662860', 'name': 'smoking', 'description': 'practice in which a substance is burned and the resulting smoke breathed in to be tasted and absorbed into the bloodstream'}, 'event_confidence': 0.885901153087616}]}"
0,Cloth mask skyscraper.,"{'sen_id': 482, 'sentence': 'Cloth mask skyscraper.', 'predicted_mentions': []}"
0,Elephant squash water.,"{'sen_id': 483, 'sentence': 'Elephant squash water.', 'predicted_mentions': []}"
0,Woman tug paper.,"{'sen_id': 484, 'sentence': 'Woman tug paper.', 'predicted_mentions': []}"
0,Man flip wind.,"{'sen_id': 485, 'sentence': 'Man flip wind.', 'predicted_mentions': [{'sentence_offset': [4, 8], 'trigger_words': 'flip', 'trigger_confidence': 0.7903993725776672, 'event_type': {'xpo_node': 'DWD_Q1464118', 'name': 'acrobatic_flip', 'description': 'acrobatic jump'}, 'event_confidence': 0.9282665252685547}]}"
0,Man build woman.,"{'sen_id': 486, 'sentence': 'Man build woman.', 'predicted_mentions': [{'sentence_offset': [4, 9], 'trigger_words': 'build', 'trigger_confidence': 0.8835446834564209, 'event_type': {'xpo_node': 'DWD_Q385378', 'name': 'construction', 'description': 'process that consists of the building or assembling of a building or infrastructure'}, 'event_confidence': 0.7518119812011719}]}"
1,Bottle spill rice.,"{'sen_id': 487, 'sentence': 'Bottle spill rice.', 'predicted_mentions': []}"
1,Woman drop pin.,"{'sen_id': 488, 'sentence': 'Woman drop pin.', 'predicted_mentions': []}"
0,Man roll car.,"{'sen_id': 489, 'sentence': 'Man roll car.', 'predicted_mentions': [{'sentence_offset': [4, 8], 'trigger_words': 'roll', 'trigger_confidence': 0.9351364374160767, 'event_type': {'xpo_node': 'DWD_Q43111921', 'name': 'rolling', 'description': 'process of flattening land or breaking up large clumps of soil'}, 'event_confidence': 0.9236534833908081}]}"
1,Spider poison dolphin.,"{'sen_id': 490, 'sentence': 'Spider poison dolphin.', 'predicted_mentions': []}"
0,Man swallow desk.,"{'sen_id': 491, 'sentence': 'Man swallow desk.', 'predicted_mentions': [{'sentence_offset': [4, 11], 'trigger_words': 'swallow', 'trigger_confidence': 0.752240777015686, 'event_type': {'xpo_node': 'DWD_Q211669', 'name': 'swallowing', 'description': 'process used to transport food and saliva from the mouth to the stomach'}, 'event_confidence': 0.9500482678413391}]}"
0,Pipe pour legos.,"{'sen_id': 492, 'sentence': 'Pipe pour legos.', 'predicted_mentions': []}"
0,Hand grasp oil.,"{'sen_id': 493, 'sentence': 'Hand grasp oil.', 'predicted_mentions': [{'sentence_offset': [5, 10], 'trigger_words': 'grasp', 'trigger_confidence': 0.915499746799469, 'event_type': {'xpo_node': 'DWD_Q5597405', 'name': 'grasp', 'description': 'act of taking, holding or seizing firmly with (or as if with) the hand'}, 'event_confidence': 0.9463618397712708}]}"
0,Child fish fire.,"{'sen_id': 494, 'sentence': 'Child fish fire.', 'predicted_mentions': []}"
0,Child whisk spatula.,"{'sen_id': 495, 'sentence': 'Child whisk spatula.', 'predicted_mentions': []}"
1,Elephant choke policeman.,"{'sen_id': 496, 'sentence': 'Elephant choke policeman.', 'predicted_mentions': []}"
1,Spoon slash paper.,"{'sen_id': 497, 'sentence': 'Spoon slash paper.', 'predicted_mentions': []}"
0,Bowl hold gorilla.,"{'sen_id': 498, 'sentence': 'Bowl hold gorilla.', 'predicted_mentions': [{'sentence_offset': [5, 9], 'trigger_words': 'hold', 'trigger_confidence': 0.6320856809616089, 'event_type': {'xpo_node': 'DWD_Q159377', 'name': 'lockout', 'description': 'temporary work stoppage or denial of employment initiated by the management of a company during a labor dispute'}, 'event_confidence': 0.7474854588508606}]}"
1,Clown smash cat.,"{'sen_id': 499, 'sentence': 'Clown smash cat.', 'predicted_mentions': []}"
1,Rock damage table.,"{'sen_id': 500, 'sentence': 'Rock damage table.', 'predicted_mentions': [{'sentence_offset': [5, 11], 'trigger_words': 'damage', 'trigger_confidence': 0.8470039963722229, 'event_type': {'xpo_node': 'DWD_Q481609', 'name': 'damage', 'description': 'changes introduced into a system that adversely affect its current or future performance'}, 'event_confidence': 0.8229803442955017}]}"
0,Wrench fix wolf.,"{'sen_id': 501, 'sentence': 'Wrench fix wolf.', 'predicted_mentions': [{'sentence_offset': [7, 10], 'trigger_words': 'fix', 'trigger_confidence': 0.6854364275932312, 'event_type': {'xpo_node': 'DWD_Q17349518', 'name': 'fixation', 'description': 'process by which an injury is rendered immobile'}, 'event_confidence': 0.9427509903907776}]}"
1,Clown shake car.,"{'sen_id': 502, 'sentence': 'Clown shake car.', 'predicted_mentions': []}"
0,Girl swallow desk.,"{'sen_id': 503, 'sentence': 'Girl swallow desk.', 'predicted_mentions': [{'sentence_offset': [5, 12], 'trigger_words': 'swallow', 'trigger_confidence': 0.6165317893028259, 'event_type': {'xpo_node': 'DWD_Q211669', 'name': 'swallowing', 'description': 'process used to transport food and saliva from the mouth to the stomach'}, 'event_confidence': 0.9717040061950684}]}"
0,Beak tap smoke.,"{'sen_id': 504, 'sentence': 'Beak tap smoke.', 'predicted_mentions': []}"
1,Pin etch house.,"{'sen_id': 505, 'sentence': 'Pin etch house.', 'predicted_mentions': []}"
